,text_,label,target
6907,Great,OG,0
6908,fine,OG,0
6909,"omg, this is the biggest piece of crap I've ever purchased. I don't even know where to start.
lets start with the pressure arm.. it pops out of the tank due to the poor design and plastic parts, you tighten down the nut and it just pops out again when you push the handle down.  if you leave the cap loose it works but chemical and water get all over you.  the thing is so poorly designed its like wearing a bed of nails on your back, thats if you can get the thing on.  It is so uncomfortable to wear and the handle just flops around because it won't stay in the holder..  i could go on.... this thing is just poorly designed and made from end to end.  Well, i can say the sprayer itself works pretty good but if you need a new one.........  prepare to be taken to the cleaners on cost.. Chapin got me on this one..... never again",OG,0
6910,Good stuff,OG,0
6911,Natural Balance Delectable Delights really hit the spot (kitty tummy) with our royal highness.  She has definite preferences and this one has topped the list.,OG,0
6912,"So far, so good.",OG,0
6913,Great price and love the product!!,OG,0
6914,dogs love it,OG,0
6915,Good balls,OG,0
6916,Love these and like that they're portion controlled.,OG,0
6917,very good,OG,0
6918,"Like other reviews, the impeller was broken upon arrival. Instead of going through the hassle of returning the skimmer and waiting on a new one to come in (for it to be broken like the first one, which has happened apparently to several people), I bought an impeller from Big Als to replace the broken one. The skimmer works perfectly now.",OG,0
6919,Horrible my sun conure hates it.,OG,0
6920,DELICIOUS.  I am diabetic.  Perfect for trail mixes or when need something sweet.,OG,0
6921,Great and easy way to keep tanks clean and sparkly!,OG,0
6922,Love these - Great snack,OG,0
6923,"Easy to snap in and adjust. Make sure you hook to a harness and not a collar. If hooked only at a Collar the dog could be severely injured. Protect your dog from a nasty injury or flying through the windshield. Plenty of room with strap to make dog comfortable. With a buckle attachment added to your truck bed, you can secure your dog in back of truck with this as well.",OG,0
6924,"Item was received as described, good packaging and a quality product.",OG,0
6925,"This nozzle has been working well for me. It doesnt leak,
and its comfortable in my hand.  Also, I like having all the various
sprays I can get enough water on my herbs without
damaging them.",OG,0
6926,Seen to be good quality but cut off the excess collar you don't need or the dog will eat it any why it can get to it.,OG,0
6927,"You can't beat the price for these quality pens.
Don't you just hate when old pens start to skip?  Get these and skip the skipping.",OG,0
6928,"I was so thrilled with the results of my first purchase from this seller, that we were slamming through the booch too quickly to even have starter teas for future batches.

I decided to order this duo, so we could triple our kombucha output, not just double. Well, both scobys were healthy, but the two combined were still slightly smaller than the original, single scoby Id purchased from her.

Cannot possibly give a low rating to such a good product... I just don't feel I got the same value with this purchase.",OG,0
6929,"Excellent quality, amazing taste, will definitely return for more!",OG,0
6930,"Once we changed my puppy's food to the core his coat was noticeable more soft and smooth. He is a kix but
Coat of a lab.",OG,0
6931,"It's very clear. The lid stays on fairly well, it floats thanks to the handle, and it all feels pretty sturdy. Great little aquarium!",OG,0
6932,Thanks,OG,0
6933,"This is recommended by Mary Hunt of 'Everday Cheapskate' fame (newsletter on living frugally).  Beautiful color, great consistency, love this salt.",OG,0
6934,Has EVERYTHING I need!,OG,0
6935,"I am an actual buyer. trust e when I say this does not work for 2 reasons. #1: the rabits and chipmucks still got to my tulips even when i applied generous amounts of this product.. #2 on my 2nd day of using this the spray nozzle stopped working and there is no easy way to replace it or even take the lid off to pour the liquid in a different container.  so for these 2 reasons, i recommend finding an alternative that is not this brand.",OG,0
6936,Works as promised.,OG,0
6937,excellent my rabbit loves it,OG,0
6938,not leather not looking like it either,OG,0
6939,YUM! Anthony's Goods is my go-to for buying organics! Quality products and they provide some recipe suggestions as well! Definitely a repeat customer here!,OG,0
6940,I had no idea how much these would be used! Great sound quality and made durable. Well worth the money!,OG,0
6941,not bad for the price,OG,0
6942,"Dry and our beagle did not love this.  The turkey jerky is much better (soft, beagle loves it).",OG,0
6943,Love these flavors!,OG,0
6944,"Cheap plastic bu5 you get what you paid for.
The tennis piece requires 2 AAA batteries not included. It is for blue led lights that will turn on with your swing.",OG,0
6945,Installed with no problems.  Printed about 20 pages of income tax forms.  Everything was perfect.,OG,0
6946,"Wow! A nice Fender strap under $10! I am very happy with this purchase. I use it on a Fender electric guitar. Looks nice. It was difficult to put on my guitar, which is a good thing because I would never want it to fall off. Even though it is a tight fit, I still use rubber strap locks just to be safe. I have not had any problems with it being uncomfortable. Would recommend.",OG,0
6947,My kitten played with the pellets,OG,0
6948,Weve been using 3 of these in our home with 4 kitties and I cant say that its making a huge difference yet. Weve been using them for about 2 months. My husband claims that he smells something funky when he goes past them but I don't smell anything. Well keep using them.,OG,0
6949,Have used this product for years! Never had a bag leaked! Attach their dispenser to my dogs leash handle and always have a bag ready. Earth frendly.,OG,0
6950,"Not the most clear directions, but it was pretty easy to unfold. Surprised at the quality given the price (much lower than at a local pet store). Definitely a good purchase for any pet owner. The medium size also came with a puppy divider.",OG,0
6951,Fantastic,OG,0
6952,Great purchase for any fur parent with big puppers! My dogs love when this box arrives at the door! Lol!,OG,0
6953,"Went on easily, looked fine, evened out complexion. Didn't burn or feel greasy. I like it. Small tube, but makeup tends to last a long time anyway.",OG,0
6954,Overpriced and our pack did not like the taste and saw no joint relief- it's a bomb!  Believe me my hounds will eat anything.,OG,0
6955,Exactly as advertised. My dogs love it and haven't killed it yet!,OG,0
6956,Excellent,OG,0
6957,This Dark and Handsome is SOOOOO good!! It has a great coffee taste that is strong but not overbearing!!! I love it,OG,0
6958,"Great candy for the office candy bowl, my boss loves Life Savers so they make him happy which makes me happy!",OG,0
6959,They work great. Smaller than I thought they would be,OG,0
6960,ty,OG,0
6961,Ok,OG,0
6962,My students don't really like these. Theyre very very dry and not very flavorful.,OG,0
6963,Fit perfectly,OG,0
6964,"I was very disappointed with this binder.  It is very cheaply made, the rings are way too large for the binder, the plastic is wrinkled up, and the papers stick out of the side of the binder when you use sheet protectors.  Wilson Jones used to make very good products so I'm not sure what is going on with this, but I would not recommend purchasing these binders.",OG,0
6965,"Didn't expect to receive a purple can but I was ok with it. The front spout where the water ""showers"" out leaks/drips when you stop watering so it gets all over the floor which is slightly annoying. I like the gentle shower for the plants but there's nothing you can do for the drip unless you caulk the bottom 6 holes.",OG,0
6966,beatiful,OG,0
6967,"Pale yellow paint, almost a ecru tone when added with contrasting colors",OG,0
6968,extremely oily,OG,0
6969,"So.. I wasn't sure what to expect with this because our puppy is a rescue and although the foster parents thought they knew what she was they weren't sure.  We gave her the swab, which is a bit hard to do on a 5lb dog-- someone else has to hold them tight! Sent it in and within a month got the results! Our Maltese-Bischon mix is actually a Haired Chinese-Crested, Miniature Poodle and Yorkie mix! At first I was like..come on.. this has to be wrong. We looked up Chinese Crested and sure enough not only did she look like the haired puppies, her belly and chest have the crest markings all over! I wondered where those strange spots had come from. Her groomer had thought she was a poodle mix due to her hair texture so that fit as well.  Tillie is SO happy --we are too. !!",OG,0
6970,"Fast delivery, very bright, good size and easy to write on. Would buy again, but 100 should last a long time and you can reuse them also.",OG,0
6971,I got a used one which works out perfectly for me. I had one like it but different color and it was out of warranty. So this was a replacement.,OG,0
6972,"Taste is fine, have to work to get enough flavor out of the bag for a anything larger than an average size cup.",OG,0
6973,Exactly as advertised,OG,0
6974,"It is what it appears to be. This is the first time I have tried this kind of cocoa so  I can't compare quality and flavors to other brands. Personally, I can't use this flavor by itself. I mix it with other types of cocoa to get the exact flavor I want, and I love this for that!",OG,0
6975,"Over the years I have tried many types of gadgets to mount my cellphone on or near the dashboard while I am driving.  By far, these are the simplest and most effective car mounts I have ever seen! Great product!",OG,0
6976,These are Heavy duty.. I think they will KILL bats with one swipe..,OG,0
6977,Doesn't last,OG,0
6978,"Excellent coffee, as advertised.",OG,0
6979,Works great.,OG,0
6980,I found this to be an awesome saw. I had a tree fall that was 30ft tall with a 14in trunk and I cut the whole thing up in to split-able sections on the charge of only 2 batteries.,OG,0
6981,Great transaction super product,OG,0
6982,"peanuts pureed by a blender the size of a skyscraper mixed with partially smashed peanuts, what's there not to like? :D",OG,0
6983,"I bought this in XS last year for my Chihuhaha puppy. It's been perfect for taking him for walks, no worries about him hurting his throat if he decides to pull. Fit him perfect, but now he's 1, I think I'm  going to have to go up to the S just to be sure he has enough room. Only down side of it, is that it has to go over his head. He's ok putting it on but he freaks when taking it off. He reacts that way to coats too, so it's not the harness, just him. Not a huge deal I just do it as quickly as possible.",OG,0
6984,Finally a taco shell that makes sense. Great flavor and it doesn't fall over letting everything pour out.,OG,0
6985,Great product. The flavor and texture is very good and the cans are bpa free.,OG,0
6986,"I don't know how these doors get such high reviews. They function as doggie doors, sure. But the flaps blow open at the slightest breeze and the covers to keep your dog either in or out are completely useless. They barely stay on without any interference, but the slightest bit of interference and they pop right off.",OG,0
6987,Love this product for my chicken salads.  great whole 30 complaint.,OG,0
6988,Works the best of all the mole destroyers that I could find.,OG,0
6989,"Kitty seems to like them, but not her favorite flavor.  Some flavors she will devour, not these she may eat 5-6 pieces and walk away.",OG,0
6990,Our baby girl loved it until she destroyed it within 3-4 hours of playing with it.,OG,0
6991,My dogs favorite ball! Durable and keeps squeaking for a long time,OG,0
6992,"This is the only shampoo we've used on our dog for 6 years. It smells wonderful, and he is so soft afterward. I would give 6 stars if I could.
Note: If you want to smell the perfume on your dog for a week, use something else. This has a very light scent, which is great for for someone who is sensitive to scented products.",OG,0
6993,Oranges were horrible.  Went bad,OG,0
6994,Ive bought this type of paper when I was in HS which was 13 years ago. Very well made and not easy to tear out of binder.,OG,0
6995,"The padded handle slips too much. Otherwise, all the other features I like. Strong handles and good color.",OG,0
6996,"I used this on my 3 dogs for a month at the recommended amount but didn't notice any improvement in their breath.  I'm sure it helps to keep their teeth clean, but two of my three have death-breath and I am still in search of anything that might help it (I already brush their teeth regularly).",OG,0
6997,"Best granola out there.  A little expensive (watch for ""specials"") but worth the extra $$$.",OG,0
6998,Wife is giving it to the cat not me but it seems to help.,OG,0
6999,"Very nice, solid product. Good flex to the braid. Good feel as well.  More fabric than plastic, like some others. Connections with devices are tight like they should be.",OG,0
7000,great healthy snack for kitties.  break into smaller pieces for your kitty since some pieces are larger than bite size.  Offer water afterwards too in case kitty is thirsty.  Quality protein snack with a pure flavor your cat will adore.,OG,0
7001,Cleans well but leaves lots of spots on glasses and leaves a white residue in the dishwasher.  I don't recommend this product if you have concerns about spots on glassware.,OG,0
7002,Same thing here.. it's tags that my husband uses for work.  It's the same one that he's bought for a very long time.,OG,0
7003,They have performed as expected.,OG,0
7004,My cats love the selection.,OG,0
7005,excellent,OG,0
7006,Great and easy to make.,OG,0
7007,"Glad I found these makes doing check book much easier, would purchase again",OG,0
7008,great product. exactly as listed,OG,0
7009,High quality polishing cloth.  Definitely worth buying - lint free and soft.  Large enough I can clean several guitars without running out of a clean spot.  Definitely worth it,OG,0
7010,thanks,OG,0
7011,IVE RECIEVED MY APPLE CIDER TABLETS.  TRYING  THEM OUT THANK YOU VERY MUCH!,OG,0
7012,Fell apart and stopped working very quickly,OG,0
7013,Sometimes they come perfect. Other times they're a bit old. ,OG,0
7014,"was bent a little in shipping, but other than that it was fine.",OG,0
7015,"I'm not usually much of a chocolate fan, but my husband is.  Even so, I did quite like the ones with caramel.  My husband liked those as well as the other two.

They're individually wrapped inside, which I appreciated.  I just noticed in the listing info that there's a ""sweet message"" under the wrappers - I never noticed.

I think these would be a nice gift for someone who really likes chocolate.  I let my stepmother have one and she made The Chocolate Face of Bliss, so I have an expert's opinion ;)

Don't forget to use the Smile. Amazon.com address - many things you buy every day will generate a small donation to the charity of your choice.  Read about it here:  https://smile.amazon.com/gp/chpf/about/ref=smi_se_rspo_laas_aas",OG,0
7016,Very loud. They do not whisper its actually a loud buzz. They don't even filter well.  Cheap price but should be cheaper.,OG,0
7017,great,OG,0
7018,k,OG,0
7019,wife really likes these,OG,0
7020,Love baking and decorating with this. also a sweet lil snack :),OG,0
7021,"dear sir, i received it Thanks for that it a great taste.i buy for my knifews",OG,0
7022,Fine product!,OG,0
7023,perfect fit and reasonable price plus quality product,OG,0
7024,loved,OG,0
7025,Great quality. Keeps my dog more secure with the ability to still move around to look out the window.,OG,0
7026,Didn't seem fresh.,OG,0
7027,Worked perfectly,OG,0
7028,Good tasting almond butter at a decent price. Will buy again.,OG,0
7029,Product for an activity cat.,OG,0
7030,So handy.  Like having more than one glue runner.  Don't have to take time to refill.,OG,0
7031,Excellent!,OG,0
7032,I'm low FODMAP and it's so hard to find bouillon cubes or even broth in a can w/o the usual offenders. Garlic and onions. Massel fits the bill and yet still has flavor.,OG,0
7033,"Works fine with iPhone X, Pixel XL, Moto Z, iPad Pro
The best charger I had yet",OG,0
7034,"This is my first Iroshizuku ink and wow is it beautiful. The box, jar, presentation of course, but most importantly the ink. It behaves well, floors well, writes smooth and crisp, no feathering, dries pretty quickly, and has minimal shading for a pretty consistent line with a fine nib. Asa-gao is a pretty standard professional medium blue but it is a little deeper and richer than your normal gel or roller ball office pens.",OG,0
7035,"When our now deceased cat developed kidney problems the vet had us using this on his food. When I needed more I bought it here on Amazon for a much, much better price.",OG,0
7036,"Don't buy this garbage unless you want to push ""On"" button every 6 seconds. Worthless junk. Trust the bad reviews.",OG,0
7037,"The product itself is ok and the paper quality is tough, however the pre-folds are not very helpful.  The biggest issue is that the ""template"" that is on Microsoft Word AND the template that you download directly off of the Avery website doesnt print correctly.  To be correct after you fold the card, one has to be ""upside down"" which then makes it correct after you fold it.  After 30 minutes or trying multiple templates, we ended up giving up on putting the name on both sides of the tent.  If you just want a name on 1 side, these are fine and the template works well.  Avery really needs a better template system as their website program is so very antiquated that no one can use it correctly.",OG,0
7038,DANGEROUS: If I could give this a negative rating I would... no return available and I had to throw it away... my cat got her paw tangled in the loops and was screaming bloody murder,OG,0
7039,We have a small farm.  These take care of the vermin in a snap!  Nobody gets away.,OG,0
7040,Yay!,OG,0
7041,Kinda easy to work with. Not as easy to install as I thought it would be. Takes two people to install.,OG,0
7042,my fish sleeps on this every night,OG,0
7043,As described and good quality.,OG,0
7044,"my fish loves it, almost gone in less than 1/2 a year. (55 gal & 20 gal tank)",OG,0
7045,"This sweet memory from my childhood was not a disappointment . I love taste as much now as way back then , I'm in my 70's now . I was even more pleased to find out Mary Janes were a favorite of my husbands too . He and I both thank you .",OG,0
7046,"The size difference between an XL and an XXL is hilariously big.  Think 'soda can = L, 2-liter bottle = XL, hot tub = XXL'.",OG,0
7047,Great mix for my parrot.,OG,0
7048,You can hang just about anything with them.,OG,0
7049,"Works great, had it for a few months and no issues.",OG,0
7050,Works,OG,0
7051,"This tasty, nutritious soup has become my very favorite this year.  Its wonderful on a cold day; makes you feel like youve had something very healthy, along with warming you up.",OG,0
7052,"Came with bulb shattered.  They did give me a $30.00 credit, but you can't find a $30.00 300w pool bulb.  But I did not have time to return it since I had already scheduled an electrician to install it.",OG,0
7053,Not good keeps losing connection and reconnecting. Ended up throwing away. I didn't have this problem with the anker braided cables.,OG,0
7054,Kleenex brand is great!,OG,0
7055,My dog absolutely adores this toy. To bad they don't hold up like most Kong toys.,OG,0
7056,My cories go nuts for this food. They're always very healthy and this is basically the only thing I feed them.,OG,0
7057,"Toy of the year!  My cat will not leave this thing alone.  It's been a week and it's still his go-2 toy, often playing with it for hours at a time.  Finally... a toy well worth the money.",OG,0
7058,thx,OG,0
7059,Very nice collar made from quality materials..,OG,0
7060,Everything great.,OG,0
7061,"Great carrier, but if your pet is heavy (our cat is 16lbs) you will definitely want to attach a carrying strap to the provided clips. I'm not sure if the top lid clasp would hold his weight if we tried to just use that handle, but it might be ok for a smaller animal. Top entry opening is so much easier to get the cat into.",OG,0
7062,good,OG,0
7063,"Yes the dogs like it, they'll eat anything; however I thought this jerky would be a bit more firm and take a little longer to chew, and it is just as soft as the Blue Wilderness soft bites. Not much comes in the bag either, so not really worth it.",OG,0
7064,"This review is for Against the Grain Captain's Catch with Sardine & Mackerel Dinner Grain-Free Canned Cat Food, 2.8-oz, case of 24.

I can't belive NOONE commented on the SOLID GELATIN GOO covering everything inch of the food.
This GOO does not mix nor does it melt, you have to empty the can in a bowl, add some water and separate the fish from the artifical ingredient that I will continue to refer to as GOO! no way this is a natural healthy ingredient..

also, the 4th item on the list of ingredients is the deadly  CARRAGEENAN.

5 cats literally walked away from it.",OG,0
7065,My favorite Nespresso set.  The high intensity flavors are a winner.,OG,0
7066,I can't seem to stop printing with this stuff. It was a nightmare at first because I had never used PETG. It was worth figuring out though.,OG,0
7067,Best mounts on the market,OG,0
7068,Very pretty stamp set.,OG,0
7069,What a fun dog toy!!!! Thank you!,OG,0
7070,Dog loves it,OG,0
7071,easy tasty meal,OG,0
7072,"These are the only toys to use for teething pups.  No pieces coming off and choking them.  I love these! So does my min.dachsund, Sophie!!",OG,0
7073,"Nice change from brewed, but on occasion put a teadpoon in my coffee fir extra flavor.",OG,0
7074,NICE HEAVY CONSTUCTION. THIS ITEM IS EXCELLENT FOR CAT FOOD.  IT IS EASY TO CLEAN AND HEAVY ENOUGH THAT THE LITTLE RATS CAN'T EASILY PUSH IT IN CORNERS OR OFF OF RAISED SURFACES.  IT IS ONLY GOOD FOR EXTREMELY SMALL DOGS LIKE MINIATURE POODLES OR CHIHUAHUAS.,OG,0
7075,o.k.,OG,0
7076,A+ 5*****,OG,0
7077,Great protection and durable.,OG,0
7078,I have several of these at the end of our water hoses and they work very well.,OG,0
7079,"I use three different food for my ferrets and the other containers I used either wouldn't hold them all or were flimsy. This container is great! Holds the food, keeps it fresh and is very sturdy!",OG,0
7080,fits fine works well,OG,0
7081,My Oklahoma Joe smoker only had one thermostat and it was not very good quality I got two of these and took only 10 minutes to install them. Once installed on the very next smoking session I can instantly see the difference in heat zones. I use these two thermostats in addition to a wireless thermostat. These seem to be made very good quality and after reading many reviews went with this particular brand. The best feature I like about these is they are very easy to read and large enough where you don't have to get super close to read. This is a very affordable but yet great add-on for your stick burner. I did not have to drill any holes this screwed right into the existing holes in my Oklahoma Joe lid.,OG,0
7082,Too hard. My dog wants nothing to do with it.,OG,0
7083,I thought I would use it but I didn't.  I'm sure it works fine.,OG,0
7084,These are sharp and work great.,OG,0
7085,These are one of our dogs' favorite toys. All four of our dogs love them.,OG,0
7086,awesome special piece,OG,0
7087,"Easy to install with no bubbles, clear, made of decent flexible glass. Once you do crack it, the cracks don't spread or get much in the way of phone usage. It fits a little TOO perfectly, though. I wish it was just a half a millimeter shorter and more narrow. The Xperia Z5 as you probably know has ridges surrounding the screen, and I always have one corner of the screen protector caught ever so slightly up.",OG,0
7088,"My husband uses this regularly and there are no complaints. I have used it myself a few times as well when I feel I need a stronger soap.

It comes in a gel consistency and lathers up very nicely.

It has a flat top so you can easily set it upside down, so that it is always eas to get the product out.

The smell is very plesant and not too over powering.

It's nice that this is a combo product that can be used on the body, on the face, and as a shampoo. No complaints!",OG,0
7089,very nice smooth coffee,OG,0
7090,There very good. But not for my diet.,OG,0
7091,"Great Product, fast service",OG,0
7092,The first Full Moon product to disappoint us. Just turned to awfulness and had to throw away!,OG,0
7093,I broke my moto 360 wireless charger then I needed a gear charger and got this.,OG,0
7094,Top quality ink! Nice blue color!,OG,0
7095,Excellent quality!!!,OG,0
7096,This works really well on our Cavalier King Charles Spaniel.  His coat tangles horribly and this helps to keep it smooth and tangle free.,OG,0
7097,Ive been buying my chiaoGoo tips and cords separately and this is perfect for organizing and storing my set.  I love that the individual pockets are labeled with the needle sizes.,OG,0
7098,Dry ice hash works great in these bags,OG,0
7099,My cat went crazy for this toy but tore all the feathers off within hours.,OG,0
7100,Good quality for The $,OG,0
7101,"Though these are listed as making 2 quarts, my iced tea maker pitcher holds 3 quarts, and I use just one bag. For sweet iced tea, add about  cup sugar per quart of hot tea, stir till sugar dissolves, then add ice and/or cold water to fill pitcher.",OG,0
7102,Goes great with the crate I bought . My puppy is very happy on it  Nice price for the quality of this product !!,OG,0
7103,This is a great tool and really is good for someone who has arthritis in their hands.  Really makes trimming our bushes a breeze.  I also bought a couple of extra blades for it because I noted in the reviews that sometimes they break.  I do recommend this tool. We have had it for a couple of months and it holds a charge well enough to do the trimming we want to do. Has saved my wife and I a lot of work.,OG,0
7104,AAAA++++,OG,0
7105,Just what we needed,OG,0
7106,"Cheap, flimsy, did not do the job.  I tossed it.",OG,0
7107,"Don't want to repeat myself with all the good reviews... they are all true.
No jamming, cordless yet powerful, love it.",OG,0
7108,"Shipping was fast and kennel is perfect.  Easy assembly, strong and the fast growing pup slept 10 hours last night in his new space!",OG,0
7109,These things are unbelievably tough - haven't  figured hat to do with the second one yet.,OG,0
7110,I grew up eating maple syrup on  pancakes or waffles .  I love this syrup.,OG,0
7111,"Most dead, I don't believe it was 500",OG,0
7112,This works the same as the original but this one is metal which should make it last a long time. I like these way more than the digital timers. No need for batteries or that foolish lcd screen that you cant see in the sunlight. This thing is great. I recommend it to everyone who wants a reliable well constructed timer.,OG,0
7113,"EXCELLENT supplement for joint problems!  My 45 pound Australian shepherd mix rescue  developed arthritis in her shoulder and limped after running around beginning around 3 years old.  Started her on this supplement and she stopped limping within a couple of weeks.  I decreased the (doubled) dose after the first couple of weeks as directed and she started limping again after running around--not as quickly as before, but after 10 minutes or so of activity.  I doubled it again and the limp went away.  Since then, I've given her the large dog ""over 60 pound"" dose daily and she is now 11 years old and has never limped again.  She is very intense and energetic, so she is a great test-dog for the effectiveness of this supplement.  She can run, spin--and HARD.  It's been so long since she has limped that I have forgotten which shoulder it was.  I've recommended this to a couple of friends with senior dog limping and stiffness and they both experienced great results.  I'm SO glad I found this product and will never give her anything else.",OG,0
7114,Just as expected - looks quite sturdy for long lasting.  Thanks!,OG,0
7115,classic,OG,0
7116,no comment,OG,0
7117,"I love the PetSafe brand because I always know I'm going to get a quality item at a reasonable price. This Martingale Collar was no different. We have a new 10 month old Rottweiler who is already pushing 105 pounds. He's a big, powerful, doofus and is scared of his own shadow. So there are times when we would go on a walk and he would get scared (squirrel climbing tree, plastic bag blowing across yard...you get the idea) and try to back out of his collar to run back to the safety of home. Well, after reading some reviews, I decided to give this collar a try and could not be happier with my purchase. Simply put, these collars are life savers. Now, when my big scaredy-cat/dog gets startled and tries to back out, I don't have to worry about him escaping and running wild through our neighborhood. I took a picture of my dog trying to back out and being confused as to why he wasn't going anywhere, and even though the collar isn't visible, you can see how it functions (he's unable to back up any further).

Also, as an aside, this product met all my expectations with regards to quality and craftsmanship. The weakest part of the whole collar is the plastic snap to open/close the collar. But that too is heavy-duty and after 3 months it's still going strong.",OG,0
7118,Sampler is good way to try various coffees,OG,0
7119,I bought this for my chihuahua when it's cold since she has a light coat. I love it!! She looks cute and she is warm during the cold nights. I'm happy with the purchase!,OG,0
7120,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,OG,0
7121,Worked for my Cricut Explore Air 2. Happy customer.,OG,0
7122,Did not really taste like peppermint!,OG,0
7123,"It's the right size, it has the best possible quality, and I like it!",OG,0
7124,GREAT,OG,0
7125,"For those who read the countless positive reviews, those reviewers have never used a high quality foamer, or they are coming from using a hose end sprayer, which can't produce the foam without the pressure.

Fact is, this thing costs so much less for a reason.  It's junk.  Sure you see the pictures of foamed up vehicles, but not only is that foam not thick at all, if you could see a video of it, you'd see it running down the side of the vehicle within a minute or two.

A quality foamer may use the same style bottle, but it won't leak or get clogged, and it will produce a very thick, clingy foam that doesn't run down the paint for at least 5-10 minutes, solidly.  Almost like it's sticking on the paint.  This item is basically spraying soapy water with a few extra bubbles.  By the time I got around the truck, the first side was pretty much just wet, no more foam.

And yes, I know how to use these.  I've been doing part-time detailing for man years, and even with the reservoir bottle filled with soap, and the dial set to max, it still didn't make a thick foam.",OG,0
7126,"Fit great, doesn't try to peel up like some of the glass ones do",OG,0
7127,My two year old loves them my puppy won't eat them unless I cut them in small pieces lol.,OG,0
7128,Doesnt heat water to set temp...confusing operations could have easily been avoided with a remote control included---- and not forced drop another 80 bucks!!!,OG,0
7129,"gamers, this headset is pretty awesome, i have the hyperx cloud alphas and these and they're both pretty dang good, the sound stage on these are as advertise, you can tell where your oponents are coming from, they're super durable and the style of them are pretty sweet. there are no cons for me on these because it fits my needs. like i said, the sound quality is worth every penny! i have wrote 31 reviews and they're all 100% honest",OG,0
7130,A quality product. Very nice.,OG,0
7131,"My cat eats it.  She doesn't binge on it and can self-regulate, which is important.  She's very healthy so I guess it's doing its job?",OG,0
7132,I bought my Bravura in 2017 to use on my soft hair Shih tzu. I had it charged for a few hours but in using it for at best 10 minutes it stopped running. I was unable to complete her hair cut. I hope this is not a defect in the clipper. At the price they sell for it should last for more than 6 months. I think I need to speak with someone from  Wahl about getting to run again. URGENT.,OG,0
7133,Received in excellent condition. Thank you.  Love it.,OG,0
7134,Great size for my two cats.  Now the other one can be a spare,OG,0
7135,Worked well for a school project.,OG,0
7136,"This was purchased for aa elderly relative.  Well, i will be purchasing the long handled scoop for me.  Not having my face near the litter is a great idea!",OG,0
7137,I hate carrying my phone in my pocket for numerous reasons one being it's a 6 inch screen and two who has time for cracked screens ..lol,OG,0
7138,"Very tasty, enjoyed with afternoon tea.",OG,0
7139,The buttons were super hard to press. I returned it.,OG,0
7140,"I purchased this Oriole feeder a bit over a year ago so I've had time to actually use it before reviewing it. This jelly feeder though has been an Oriole magnet and they visit from dawn (according to my wife) to dusk. You can use the supplied plastic jar, but it's much easier to just screw on a standard store purchased plastic jelly jar. I remove the label for looks and so I can see the contents better from the window. It's best to stir the jar up with a spoon as it gravity feeds better that way. To put jelly in the tray just turn the auger knob on the bottom of the feeder. I turn it multiple times in both directions and that puts dollops of jelly out of the three feeder slots onto the curved tray. The tray has several small rain holes for draining. Hot direct sun can liquefy the jelly so it's best to hang it somewhere that is at least partially shaded, especially if you live in an extremely hot climate.

Even though I hadn't seen any Orioles yet this year they were on this feeder within minutes of me hanging it up and walking away, The Orioles like to land/perch on the orange chains and check everything out before hopping down to the rail that goes around the feeder and start partaking of the jelly.

I really like this feeder and I'm buying another today to place one in the front yard under a tree so I can view Orioles from my office window as well as from the dining room window in the back where I have the first one.",OG,0
7141,Great.,OG,0
7142,Dark ink only requires one pass. dries quickly. not too smelly. worked great for writing on congregated signs for a boy scout camp.,OG,0
7143,Best cordless glue gun I've ever owned and I've been using cordless glue guns for over 15 years.,OG,0
7144,excellent value,OG,0
7145,perfect for my bored boy,OG,0
7146,Really enjoyed the creamy texture of these nuts. My milk was smooth as silk.,OG,0
7147,"This is the first time I have used this product and I am very pleased with the results. I have only used it about 2-3 weeks but it does what it says it does, reduces appearance of enlarged pores.
Will definitely order again.",OG,0
7148,"When I first set it up the tray wouldn't stay down. Finally I took the whole thing apart and put it back together. Now it works fine and shuts down if a squirrel touches it.
I like it :)",OG,0
7149,great,OG,0
7150,"I love this paper. This is my favorite engineering paper by far. It's the feel of the paper and it's thickness that I like. The pad doesn't hold together worth a darn. I can't remember the last time I had one that stayed attached to the cardboard backing. Everyone has their favorite, and this is mine",OG,0
7151,"It took a day to get used to for my dogs due to the 2 flaps but even in freezing temps, I don't feel air coming through. Very easy to put together, sturdy and well worth the $$. My huskies and Staffie fit through easily.",OG,0
7152,I have been using the Clear Face Neutrogena Sunscreen instead of this one. I gave this bottle to my family who have said they haven't had any problems so it depends.,OG,0
7153,A delicious flavor & a great coffee.,OG,0
7154,"I like the strings. Definitely my go-to strings from here on out... But I can still break them, just takes more time :)",OG,0
7155,This worked really well.  Keep some on a spray bottle for accidents.,OG,0
7156,Love it,OG,0
7157,Will order again.,OG,0
7158,Ink Pen quickly fades away!,OG,0
7159,"Great Taste, it's just a little runny.",OG,0
7160,My babies love Fancy Feast.,OG,0
7161,"Once I refrigerated it, I thought it tasted good.  And I did get energy from it.  I would buy this again just because it is unsweetened tea. I will not drink any tea that has sugar in it as I don't like sodas or sweet drinks.",OG,0
7162,I LOVE these postcards!!! High quality nice and thick holds color well. I will be buying another pack or two of these very soon!,OG,0
7163,Did not stay on. Not as long as the pic represented and barely stayed at all,OG,0
7164,The texture of these are very smooth. Dark chocolate is mixed with a subtle and slightly salty caramel. These are very good!,OG,0
